TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Has a usual place of care among adults,,,Healthcare access and quality,150,Geographic Characteristic,2,Urbanicity,16,16,Nonmetropolitan,55,55,,,"Percent of population, crude",1,2020,,89.6,,88.1,91,,"NT_NHISA00,NT_NHISA999,FN_NHISA05,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Geographic Characteristic,2,Urbanicity,16,16,Nonmetropolitan,55,55,,,"Percent of population, crude",1,2021,,90.6,,89.2,91.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA05,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Geographic Characteristic,2,Urbanicity,16,16,Nonmetropolitan,55,55,,,"Percent of population, crude",1,2022,,90.7,,89.4,92,,"NT_NHISA00,NT_NHISA999,FN_NHISA05,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Geographic Characteristic,2,Urbanicity,16,16,Nonmetropolitan,55,55,,,"Percent of population, crude",1,2023,,90.4,,88.9,91.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA05,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Geographic Characteristic,2,Urbanicity,16,16,Nonmetropolitan,55,55,,,"Percent of population, crude",1,2024,,91.2,,90,92.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA05,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,No high school diploma or GED,56,56,,,"Percent of population, crude",1,2019,,81.5,,79.3,83.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,No high school diploma or GED,56,56,,,"Percent of population, crude",1,2020,,84.7,,82.5,86.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,No high school diploma or GED,56,56,,,"Percent of population, crude",1,2021,,84.8,,82.8,86.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,No high school diploma or GED,56,56,,,"Percent of population, crude",1,2022,,82.3,,80.1,84.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,No high school diploma or GED,56,56,,,"Percent of population, crude",1,2023,,82.3,,80.1,84.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,No high school diploma or GED,56,56,,,"Percent of population, crude",1,2024,,81.5,,79.3,83.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,High school diploma or GED,57,57,,,"Percent of population, crude",1,2019,,86.2,,85.1,87.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,High school diploma or GED,57,57,,,"Percent of population, crude",1,2020,,87.6,,86.4,88.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,High school diploma or GED,57,57,,,"Percent of population, crude",1,2021,,86.8,,85.7,87.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,High school diploma or GED,57,57,,,"Percent of population, crude",1,2022,,85.9,,84.7,87.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,High school diploma or GED,57,57,,,"Percent of population, crude",1,2023,,86.5,,85.3,87.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,High school diploma or GED,57,57,,,"Percent of population, crude",1,2024,,87,,85.9,88,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,Some college,58,58,,,"Percent of population, crude",1,2019,,90.2,,89.4,90.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,Some college,58,58,,,"Percent of population, crude",1,2020,,91.2,,90.4,92.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,Some college,58,58,,,"Percent of population, crude",1,2021,,90,,89.1,90.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,Some college,58,58,,,"Percent of population, crude",1,2022,,90.1,,89.2,91,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,Some college,58,58,,,"Percent of population, crude",1,2023,,89.3,,88.4,90.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,Some college,58,58,,,"Percent of population, crude",1,2024,,91.2,,90.4,92,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,College degree or higher,59,59,,,"Percent of population, crude",1,2019,,91.4,,90.7,92.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,College degree or higher,59,59,,,"Percent of population, crude",1,2020,,91.8,,91.1,92.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,College degree or higher,59,59,,,"Percent of population, crude",1,2021,,91,,90.3,91.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,College degree or higher,59,59,,,"Percent of population, crude",1,2022,,91.2,,90.5,91.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,College degree or higher,59,59,,,"Percent of population, crude",1,2023,,91.1,,90.5,91.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Education,17,17,College degree or higher,59,59,,,"Percent of population, crude",1,2024,,92.3,,91.7,92.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA03,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed,60,60,Employed,10,"Percent of population, crude",1,2019,,85.8,,85.2,86.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed,60,60,Employed,10,"Percent of population, crude",1,2020,,87.1,,86.4,87.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed,60,60,Employed,10,"Percent of population, crude",1,2021,,86.1,,85.4,86.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed,60,60,Employed,10,"Percent of population, crude",1,2022,,86.1,,85.3,86.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed,60,60,Employed,10,"Percent of population, crude",1,2023,,86,,85.3,86.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed,60,60,Employed,10,"Percent of population, crude",1,2024,,86.9,,86.2,87.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Full-time,61,61,Employed,10,"Percent of population, crude",1,2019,,85.7,,84.9,86.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Full-time,61,61,Employed,10,"Percent of population, crude",1,2020,,87,,86.2,87.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Full-time,61,61,Employed,10,"Percent of population, crude",1,2021,,85.9,,85.1,86.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Full-time,61,61,Employed,10,"Percent of population, crude",1,2022,,85.8,,84.9,86.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Full-time,61,61,Employed,10,"Percent of population, crude",1,2023,,85.6,,84.8,86.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Full-time,61,61,Employed,10,"Percent of population, crude",1,2024,,86.6,,85.8,87.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Part-time,62,62,Employed,10,"Percent of population, crude",1,2019,,86.6,,84.8,88.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Part-time,62,62,Employed,10,"Percent of population, crude",1,2020,,88.4,,86.5,90,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Part-time,62,62,Employed,10,"Percent of population, crude",1,2021,,87,,85.4,88.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Part-time,62,62,Employed,10,"Percent of population, crude",1,2022,,87.3,,85.7,88.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Part-time,62,62,Employed,10,"Percent of population, crude",1,2023,,87.8,,86.3,89.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Employed - Part-time,62,62,Employed,10,"Percent of population, crude",1,2024,,88.1,,86.7,89.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed,63,63,Not employed,20,"Percent of population, crude",1,2019,,91.6,,90.9,92.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed,63,63,Not employed,20,"Percent of population, crude",1,2020,,91.2,,90.4,92,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed,63,63,Not employed,20,"Percent of population, crude",1,2021,,91.3,,90.6,92,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed,63,63,Not employed,20,"Percent of population, crude",1,2022,,90.8,,90,91.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed,63,63,Not employed,20,"Percent of population, crude",1,2023,,90.9,,90.2,91.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed,63,63,Not employed,20,"Percent of population, crude",1,2024,,91.8,,91.1,92.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has worked previously,64,64,Not employed,20,"Percent of population, crude",1,2019,,91.9,,91.2,92.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has worked previously,64,64,Not employed,20,"Percent of population, crude",1,2020,,91.5,,90.6,92.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has worked previously,64,64,Not employed,20,"Percent of population, crude",1,2021,,91.4,,90.7,92.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has worked previously,64,64,Not employed,20,"Percent of population, crude",1,2022,,91,,90.2,91.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has worked previously,64,64,Not employed,20,"Percent of population, crude",1,2023,,91.1,,90.3,91.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has worked previously,64,64,Not employed,20,"Percent of population, crude",1,2024,,92,,91.3,92.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has never worked,65,65,Not employed,20,"Percent of population, crude",1,2019,,89.2,,85.8,92,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has never worked,65,65,Not employed,20,"Percent of population, crude",1,2020,,87.9,,83.9,91.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has never worked,65,65,Not employed,20,"Percent of population, crude",1,2021,,90.9,,87.3,93.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has never worked,65,65,Not employed,20,"Percent of population, crude",1,2022,,88.5,,84,92.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has never worked,65,65,Not employed,20,"Percent of population, crude",1,2023,,89,,85.3,92.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Employment status,18,18,Not employed - Has never worked,65,65,Not employed,20,"Percent of population, crude",1,2024,,89.1,,85.5,92.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA10,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Private,66,66,,,"Percent of population, crude",1,2019,,97.8,,97.2,98.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Private,66,66,,,"Percent of population, crude",1,2020,,97.5,,96.8,98,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Private,66,66,,,"Percent of population, crude",1,2021,,97.1,,96.4,97.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Private,66,66,,,"Percent of population, crude",1,2022,,96.9,,96.1,97.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Private,66,66,,,"Percent of population, crude",1,2023,,96.5,,95.7,97.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Private,66,66,,,"Percent of population, crude",1,2024,,96.9,,96.2,97.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare and Medicaid,67,67,,,"Percent of population, crude",1,2019,,95.3,,92.4,97.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare and Medicaid,67,67,,,"Percent of population, crude",1,2020,,95.3,,92.4,97.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare and Medicaid,67,67,,,"Percent of population, crude",1,2021,,95.8,,93.5,97.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare and Medicaid,67,67,,,"Percent of population, crude",1,2022,,93.8,,91,95.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare and Medicaid,67,67,,,"Percent of population, crude",1,2023,,92.8,,90.1,95,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare and Medicaid,67,67,,,"Percent of population, crude",1,2024,,94,,91.7,95.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare Advantage,68,68,,,"Percent of population, crude",1,2019,,97.2,,96.4,97.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare Advantage,68,68,,,"Percent of population, crude",1,2020,,97.8,,97,98.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare Advantage,68,68,,,"Percent of population, crude",1,2021,,97.1,,96.3,97.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare Advantage,68,68,,,"Percent of population, crude",1,2022,,96.9,,96,97.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare Advantage,68,68,,,"Percent of population, crude",1,2023,,96.5,,95.8,97.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare Advantage,68,68,,,"Percent of population, crude",1,2024,,96.8,,96.1,97.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2019,,91.6,,89.4,93.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2020,,92.5,,89.6,94.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2021,,93.3,,91.5,94.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2022,,93.6,,91.7,95.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2023,,93.1,,91.1,94.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2024,,93,,91,94.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2019,,96,,93.4,97.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2020,,97,,94.9,98.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2021,,98.1,,96.7,99,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2022,,96.7,,95,98,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
Has a usual place of care among adults,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2023,,97.8,,96.6,98.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA56,SC_NHISA00"
